IDCOLABORADOR,IDADE,INSATISTFEITO,STATUSCIVIL,GENERO,NOME,SETOR,CARGO,CEP,NIVELEDUCACAO,FORMACAO,RENDAMENSAL,DESCONTOULTIMAFATURA,ANONAEMPRESA,ANOSMESMAPOSICAO,ANOSDESDEULTIMAPROMOCAO
1428,30,Nao,Divorciado,Feminino,Raquel Pereira,Alimentos,Auditor,7,4,Marketing,12761,Nao,3,2,0
1430,31,Nao,Solteiro,Feminino,Michele Almeida,Saude,Diretor de Pesquisa,8,5,Ciencias Sociais,8847,Nao,3,2,1
1433,31,Sim,Solteiro,Feminino,Patricia Fernandes,Saude,Pesquisador,8,3,Ciencias Sociais,22262,Nao,1,0,0
1436,36,Nao,Casado,Feminino,Bruna Martins,Alimentos,Auditor,16,4,Marketing,13494,Nao,3,2,0
1441,56,Nao,Casado,Feminino,Vanessa Carvalho,Saude,Pesquisador,1,2,Ciencias Sociais,10494,Nao,3,2,1
1443,47,Nao,Casado,Feminino,Renata Souza,Saude,Diretor de Pesquisa,2,4,Medicina,26703,Nao,20,17,5
1445,24,Nao,Casado,Feminino,Amanda Goncalves,Alimentos,Auditor,,1,Medicina,15211,Sim,5,4,0
1447,34,Nao,Casado,Feminino,Thais Rodrigues,Saude,Tecnico de Laboratorio,1,3,Ciencias Sociais,3708,Nao,5,4,0
1458,39,Sim,Solteiro,Feminino,Leticia Oliveira,Saude,Tecnico de Laboratorio,2,3,Ciencias Sociais,17181,Sim,1,0,0
1459,31,Sim,Solteiro,Feminino,Natalia Santos,Saude,Diretor de Manufatura,1,5,Ciencias Sociais,8931,Nao,10,8,4
1461,31,Nao,Solteiro,Feminino,Ana Pereira,Medicamentos,Tecnico de TI,8,2,Medicina,24609,Nao,3,2,0
1467,34,Sim,Casado,Feminino,Luana Almeida,Medicamentos,Tecnico de TI,9,4,Formacao Tecnica,3072,Nao,2,2,2
1480,42,Nao,Solteiro,Feminino,Bruna Fernandes,Saude,Tecnico de Laboratorio,9,2,Medicina,16458,Nao,12,9,5
1481,44,Nao,Casado,Feminino,Amanda Martins,Alimentos,Auditor,1,5,Marketing,9282,Nao,1,0,0
1487,29,Sim,Solteiro,Feminino,Tatiane Carvalho,Alimentos,Auditor,13,3,Formacao Tecnica,17485,Nao,5,3,0
1489,34,Sim,Solteiro,Feminino,Patricia Souza,Alimentos,Auditor,24,4,Medicina,7815,Sim,15,9,10
1495,24,Nao,Casado,Feminino,Jessica Goncalves,Alimentos,Representante de Setor,13,2,Ciencias Sociais,7103,Nao,1,0,0
1502,33,Nao,Casado,Feminino,Mariana Rodrigues,Saude,Tecnico de Laboratorio,4,4,Medicina,8192,Nao,5,4,0
1503,47,Nao,Casado,Feminino,Vanessa Oliveira,Alimentos,Auditor,14,3,Medicina,24200,Sim,5,4,1
1509,49,Nao,Casado,Feminino,Adriana Silva,Saude,Tecnico de Laboratorio,3,2,Medicina,23070,Nao,3,2,1
1513,29,Nao,Casado,Feminino,Debora Santos,Saude,Tecnico de Laboratorio,2,1,Ciencias Sociais,4668,Nao,3,2,0
1520,54,Nao,Divorciado,Feminino,Fernanda Costa,Saude,Gestor,11,4,Medicina,24456,Nao,14,9,1
1525,39,Nao,Solteiro,Feminino,Larissa Lima,Saude,Diretor de Manufatura,6,3,Ciencias Sociais,9150,Nao,2,0,2
1527,46,Nao,Casado,Feminino,Paula Pereira,Alimentos,Gestor,3,3,Ciencias Sociais,11380,Nao,13,12,5
1529,35,Nao,Solteiro,Feminino,Beatriz Almeida,Saude,Representante da Saude,16,3,Ciencias Sociais,21195,Nao,11,8,3
1537,31,Sim,Solteiro,Feminino,Amanda Fernandes,Saude,Pesquisador,3,3,Ciencias Sociais,4156,Nao,7,2,7
1544,29,Nao,Casado,Feminino,Leticia Martins,Saude,Representante da Saude,8,1,Outros,7288,Nao,7,7,0
1554,35,Nao,Casado,Feminino,Bruna Carvalho,Alimentos,Representante de Setor,28,4,Ciencias Sociais,26204,Nao,5,3,4
1555,32,Nao,Casado,Feminino,Carolina Souza,Saude,Pesquisador,5,2,Ciencias Sociais,15624,Nao,7,1,2
1557,48,Nao,Divorciado,Feminino,Isabela Rodrigues,Alimentos,Auditor,16,4,Ciencias Sociais,13693,Nao,8,7,7
1569,35,Sim,Divorciado,Feminino,Luana Oliveira,Saude,Tecnico de Laboratorio,2,3,Ciencias Sociais,26619,Sim,1,0,0
1572,53,Sim,Casado,Feminino,Rafaela Santos,Saude,Diretor de Manufatura,2,5,Formacao Tecnica,14618,Nao,33,7,1
1576,48,Nao,Casado,Feminino,Juliana Lima,Saude,Pesquisador,15,4,Outros,16530,Nao,8,2,7
1581,26,Nao,Casado,Feminino,Adriana Pereira,Saude,Pesquisador,3,3,Ciencias Sociais,11133,Nao,1,0,0
1583,38,Nao,Solteiro,Feminino,Patricia Almeida,Alimentos,Auditor,16,3,Ciencias Sociais,16379,Nao,3,2,1
1585,36,Nao,Solteiro,Feminino,Camila Fernandes,Alimentos,Auditor,1,4,Ciencias Sociais,21447,Nao,1,0,0
1587,35,Nao,Solteiro,Feminino,Rafaela Martins,Saude,Representante da Saude,,4,Medicina,4223,Sim,5,2,0
1598,40,Nao,Casado,Feminino,Bianca Carvalho,Alimentos,Auditor,14,2,Ciencias Sociais,11262,Nao,5,4,1
1605,22,Nao,Casado,Feminino,Vanessa Souza,Saude,Pesquisador,26,2,Outros,10293,Sim,4,2,1
1607,32,Nao,Casado,Feminino,Luciana Goncalves,Saude,Pesquisador,5,4,Outros,18783,Nao,3,2,0
1608,44,Nao,Divorciado,Feminino,Amanda Rodrigues,Saude,Diretor de Pesquisa,7,3,Medicina,3549,Sim,22,7,1
1611,45,Nao,Solteiro,Feminino,Isabela Oliveira,Saude,Tecnico de Laboratorio,5,5,Medicina,23447,Sim,10,7,1
1614,36,Nao,Casado,Feminino,Larissa Silva,Saude,Diretor de Manufatura,12,4,Ciencias Sociais,12421,Sim,3,2,1
1617,49,Nao,Casado,Feminino,Leticia Santos,Saude,Tecnico de Laboratorio,25,4,Ciencias Sociais,22102,Nao,9,6,1
1622,28,Nao,Divorciado,Feminino,Bruna Costa,Saude,Diretor de Manufatura,27,3,Medicina,20460,Nao,5,3,0
1624,18,Sim,Solteiro,Feminino,Carolina Lima,Alimentos,Representante de Setor,3,2,Medicina,18420,Sim,0,0,0
1625,47,Nao,Casado,Feminino,Priscila Pereira,Medicamentos,Gestor,26,4,Ciencias Sociais,5220,Nao,5,2,1
1628,40,Nao,Casado,Feminino,Thais Almeida,Saude,Diretor de Manufatura,15,3,Ciencias Sociais,25800,Nao,18,15,14
1630,35,Nao,Casado,Feminino,Renata Fernandes,Saude,Representante da Saude,8,4,Ciencias Sociais,12250,Nao,14,11,2
1633,39,Nao,Solteiro,Feminino,Natalia Martins,Saude,Diretor de Manufatura,4,3,Medicina,3140,Nao,9,2,3
1635,45,Nao,Divorciado,Feminino,Mariana Carvalho,Saude,Diretor de Manufatura,2,2,Outros,5388,Nao,10,7,3
1638,38,Nao,Casado,Feminino,Debora Souza,Saude,Diretor de Manufatura,2,2,Medicina,14199,Sim,5,4,0
1640,37,Nao,Casado,Feminino,Gabriela Goncalves,Saude,Pesquisador,10,3,Medicina,9953,Nao,8,4,7
1641,40,Nao,Solteiro,Feminino,Jessica Rodrigues,Saude,Diretor de Manufatura,16,3,Ciencias Sociais,19948,Sim,4,2,3
1646,24,Nao,Solteiro,Feminino,Patricia Oliveira,Saude,Pesquisador,2,1,Formacao Tecnica,17218,Sim,6,3,1
1647,27,Nao,Casado,Feminino,Daniela Silva,Saude,Pesquisador,8,3,Medicina,22490,Nao,3,2,0
1651,36,Nao,Casado,Feminino,Fernanda Santos,Saude,Representante da Saude,5,4,Ciencias Sociais,22792,Nao,3,2,0
1655,49,Nao,Casado,Feminino,Paula Costa,Saude,Diretor de Pesquisa,22,4,Outros,3498,Nao,4,2,1
1656,50,Nao,Divorciado,Feminino,Amanda Lima,Saude,Diretor de Pesquisa,17,5,Ciencias Sociais,21981,Nao,14,11,1
1657,20,Nao,Solteiro,Feminino,Tatiane Pereira,Alimentos,Representante de Setor,2,3,Medicina,13251,Nao,2,2,2
1658,34,Nao,Divorciado,Feminino,Sabrina Almeida,Saude,Pesquisador,3,3,Ciencias Sociais,19332,Nao,11,8,7
1661,49,Nao,Casado,Feminino,Bianca Fernandes,Saude,Representante da Saude,6,1,Ciencias Sociais,11652,Sim,15,11,2
1662,36,Nao,Casado,Feminino,Luana Martins,Saude,Diretor de Manufatura,1,4,Medicina,15411,Nao,3,2,1
1665,54,Nao,Casado,Feminino,Caroline Carvalho,Saude,Gestor,22,5,Medicina,18685,Nao,10,8,4
1673,31,Nao,Casado,Feminino,Vivian Goncalves,Alimentos,Auditor,5,4,Ciencias Sociais,22589,Nao,10,0,0
1674,49,Nao,Divorciado,Feminino,Rafaela Rodrigues,Saude,Tecnico de Laboratorio,16,3,Medicina,24941,Sim,2,2,2
1675,38,Nao,Solteiro,Feminino,Laura Oliveira,Saude,Tecnico de Laboratorio,2,3,Medicina,23826,Nao,4,3,3
1676,47,Nao,Divorciado,Feminino,Isadora Silva,Alimentos,Gestor,2,4,Ciencias Sociais,21086,Nao,3,2,1
1681,33,Nao,Divorciado,Feminino,Beatriz Santos,Alimentos,Auditor,,3,Ciencias Sociais,16130,Sim,6,5,1
1683,44,Nao,Divorciado,Feminino,Alessandra Lima,Medicamentos,Tecnico de TI,1,3,Ciencias Sociais,4167,Sim,2,2,2
1687,38,Nao,Casado,Feminino,Raquel Pereira,Saude,Tecnico de Laboratorio,4,2,Medicina,26176,Nao,0,0,0
1691,48,Sim,Casado,Feminino,Michele Almeida,Alimentos,Representante de Setor,7,2,Medicina,11740,Sim,9,7,7
1701,34,Nao,Casado,Feminino,Patricia Fernandes,Saude,Pesquisador,19,3,Ciencias Sociais,20338,Nao,10,9,8
1703,44,Nao,Casado,Feminino,Bruna Martins,Saude,Representante da Saude,2,3,Ciencias Sociais,14810,Sim,8,7,6
1709,29,Nao,Casado,Feminino,Vanessa Carvalho,Saude,Tecnico de Laboratorio,9,4,Medicina,25412,Nao,5,3,1
1710,36,Nao,Solteiro,Feminino,Renata Souza,Alimentos,Representante de Setor,2,4,Ciencias Sociais,7439,Nao,13,7,6
1719,45,Nao,Solteiro,Feminino,Amanda Goncalves,Saude,Diretor de Pesquisa,28,2,Formacao Tecnica,17119,Nao,21,6,8
1724,40,Nao,Casado,Feminino,Thais Rodrigues,Saude,Diretor de Manufatura,8,2,Ciencias Sociais,5041,Sim,1,0,0
1735,23,Nao,Solteiro,Feminino,Leticia Oliveira,Saude,Tecnico de Laboratorio,4,1,Medicina,12862,Nao,3,2,1
1736,31,Nao,Solteiro,Feminino,Natalia Santos,Saude,Diretor de Manufatura,24,1,Formacao Tecnica,6670,Nao,5,4,1
1744,45,Nao,Casado,Feminino,Ana Pereira,Medicamentos,Tecnico de TI,4,3,Ciencias Sociais,6595,Nao,5,0,0
1745,30,Nao,Solteiro,Feminino,Luana Almeida,Saude,Pesquisador,2,4,Formacao Tecnica,26427,Nao,9,7,0
1747,30,Sim,Divorciado,Feminino,Bruna Fernandes,Medicamentos,Tecnico de TI,8,3,Recursos Humanos,9732,Nao,4,2,1
1751,27,Nao,Solteiro,Feminino,Amanda Martins,Saude,Pesquisador,8,3,Medicina,6152,Nao,6,2,1
1752,29,Sim,Solteiro,Feminino,Tatiane Carvalho,Alimentos,Representante de Setor,9,3,Marketing,14630,Nao,2,2,2
1756,33,Nao,Solteiro,Feminino,Patricia Souza,Alimentos,Auditor,2,3,Marketing,10697,Nao,11,7,1
1757,49,Nao,Solteiro,Feminino,Jessica Goncalves,Alimentos,Auditor,11,4,Marketing,8191,Nao,5,1,0
1758,33,Sim,Solteiro,Feminino,Mariana Rodrigues,Alimentos,Auditor,16,3,Ciencias Sociais,10092,Sim,0,0,0
1760,38,Nao,Casado,Feminino,Vanessa Oliveira,Saude,Tecnico de Laboratorio,2,2,Medicina,15963,Nao,6,1,0
1762,29,Nao,Divorciado,Feminino,Adriana Silva,Saude,Pesquisador,4,3,Formacao Tecnica,10007,Nao,1,0,0
1775,53,Nao,Casado,Feminino,Debora Santos,Saude,Diretor de Manufatura,1,4,Medicina,22308,Sim,3,2,0
1779,34,Nao,Solteiro,Feminino,Fernanda Costa,Alimentos,Auditor,3,2,Ciencias Sociais,25353,Nao,2,2,2
1782,38,Nao,Casado,Feminino,Larissa Lima,Saude,Tecnico de Laboratorio,6,2,Outros,16376,Nao,5,4,0
1783,22,Sim,Casado,Feminino,Paula Pereira,Saude,Tecnico de Laboratorio,8,1,Medicina,15999,Sim,1,0,0
1784,31,Nao,Casado,Feminino,Beatriz Almeida,Alimentos,Auditor,29,4,Marketing,13402,Nao,12,7,5
1786,51,Nao,Casado,Feminino,Amanda Fernandes,Saude,Gestor,3,3,Formacao Tecnica,22984,Nao,2,2,2
1802,40,Nao,Casado,Feminino,Leticia Martins,Saude,Tecnico de Laboratorio,,2,Ciencias Sociais,25605,Nao,4,3,0
1815,41,Nao,Divorciado,Feminino,Bruna Carvalho,Alimentos,Auditor,4,1,Marketing,26458,Sim,22,14,13
1816,30,Nao,Solteiro,Feminino,Carolina Souza,Saude,Diretor de Manufatura,10,3,Medicina,2739,Nao,7,7,0
1818,26,Sim,Casado,Feminino,Isabela Rodrigues,Medicamentos,Tecnico de TI,20,2,Medicina,6889,Sim,5,1,1
1821,46,Sim,Casado,Feminino,Luana Oliveira,Saude,Representante da Saude,21,2,Medicina,10842,Nao,9,7,3
1822,40,Nao,Divorciado,Feminino,Rafaela Santos,Saude,Representante da Saude,1,3,Ciencias Sociais,9060,Nao,5,3,0
1827,47,Nao,Divorciado,Feminino,Juliana Lima,Saude,Diretor de Manufatura,4,3,Ciencias Sociais,19271,Sim,22,11,14
1829,40,Nao,Divorciado,Feminino,Adriana Pereira,Saude,Representante da Saude,12,3,Ciencias Sociais,10748,Nao,7,4,7
1830,54,Nao,Casado,Feminino,Patricia Almeida,Saude,Pesquisador,7,4,Medicina,15696,Nao,7,1,1
1833,31,Nao,Casado,Feminino,Camila Fernandes,Alimentos,Auditor,7,4,Marketing,8277,Nao,3,2,2
1834,28,Nao,Casado,Feminino,Rafaela Martins,Saude,Pesquisador,1,3,Medicina,12719,Nao,3,2,1
1835,38,Nao,Casado,Feminino,Bianca Carvalho,Alimentos,Representante de Setor,2,4,Marketing,4244,Sim,4,2,0
1839,18,Nao,Solteiro,Feminino,Vanessa Souza,Saude,Pesquisador,14,3,Medicina,8018,Nao,0,0,0
1845,45,Nao,Casado,Feminino,Luciana Goncalves,Alimentos,Auditor,2,4,Ciencias Sociais,19665,Nao,8,7,5
1847,36,Nao,Casado,Feminino,Amanda Rodrigues,Saude,Pesquisador,2,4,Outros,19573,Sim,1,0,0
1850,27,Nao,Solteiro,Feminino,Isabela Oliveira,Saude,Tecnico de Laboratorio,5,2,Ciencias Sociais,19826,Sim,5,4,0
1856,47,Nao,Solteiro,Feminino,Larissa Silva,Saude,Tecnico de Laboratorio,9,4,Ciencias Sociais,5411,Nao,2,2,2
1863,46,Nao,Divorciado,Feminino,Leticia Santos,Alimentos,Auditor,3,3,Formacao Tecnica,7739,Nao,19,17,2
1864,27,Nao,Casado,Feminino,Bruna Costa,Alimentos,Representante de Setor,23,1,Medicina,7018,Nao,9,8,5
1866,43,Nao,Casado,Feminino,Carolina Lima,Saude,Gestor,6,3,Medicina,22539,Nao,16,12,6
1869,46,Sim,Casado,Feminino,Priscila Pereira,Alimentos,Auditor,10,3,Ciencias Sociais,14011,Nao,8,7,0
1870,27,Nao,Casado,Feminino,Thais Almeida,Saude,Pesquisador,15,3,Ciencias Sociais,23844,Nao,7,6,7
1875,28,Nao,Casado,Feminino,Renata Fernandes,Alimentos,Representante de Setor,3,3,Medicina,3692,Nao,1,0,0
1880,36,Nao,Casado,Feminino,Natalia Martins,Alimentos,Auditor,10,4,Formacao Tecnica,6060,Sim,10,9,1
1886,35,Nao,Casado,Feminino,Mariana Carvalho,Saude,Diretor de Manufatura,16,2,Outros,25388,Sim,3,2,0
1888,45,Nao,Casado,Feminino,Debora Souza,Saude,Diretor de Manufatura,25,2,Ciencias Sociais,23888,Nao,9,8,3
1893,26,Nao,Casado,Feminino,Gabriela Goncalves,Saude,Pesquisador,1,2,Ciencias Sociais,14908,Sim,1,0,1
1898,27,Nao,Solteiro,Feminino,Jessica Rodrigues,Alimentos,Auditor,2,2,Medicina,26997,Nao,8,7,0
1900,48,Nao,Divorciado,Feminino,Patricia Oliveira,Saude,Gestor,22,3,Medicina,2437,Nao,22,17,4
1909,41,Nao,Casado,Feminino,Daniela Silva,Alimentos,Auditor,8,3,Marketing,26841,Nao,5,4,1
1912,31,Nao,Divorciado,Feminino,Fernanda Santos,Alimentos,Auditor,10,2,Medicina,20115,Sim,5,2,1
1915,34,Nao,Casado,Feminino,Paula Costa,Alimentos,Auditor,3,1,Medicina,16495,Sim,4,2,0
1916,31,Nao,Divorciado,Feminino,Amanda Lima,Saude,Tecnico de Laboratorio,4,3,Medicina,16031,Nao,2,2,2
1929,39,Nao,Casado,Feminino,Tatiane Pereira,Alimentos,Auditor,21,4,Ciencias Sociais,3987,Nao,3,2,1
1933,28,Sim,Solteiro,Feminino,Sabrina Almeida,Alimentos,Auditor,13,2,Marketing,23352,Sim,2,0,2
1935,56,Nao,Casado,Feminino,Bianca Fernandes,Alimentos,Auditor,,5,Marketing,20328,Nao,0,0,0
1937,38,Nao,Divorciado,Feminino,Luana Martins,Saude,Pesquisador,8,3,Medicina,18115,Sim,20,11,0
1938,58,Nao,Casado,Feminino,Caroline Carvalho,Alimentos,Gestor,21,3,Ciencias Sociais,11761,Sim,1,0,0
1939,32,Sim,Solteiro,Feminino,Vivian Goncalves,Saude,Pesquisador,5,2,Ciencias Sociais,15318,Sim,4,1,0
1944,27,Sim,Casado,Feminino,Rafaela Rodrigues,Medicamentos,Tecnico de TI,22,3,Recursos Humanos,19555,Nao,1,0,0
1955,32,Nao,Divorciado,Feminino,Laura Oliveira,Saude,Representante da Saude,15,4,Medicina,16542,Nao,5,1,1
1962,35,Nao,Casado,Feminino,Isadora Silva,Alimentos,Auditor,7,4,Ciencias Sociais,13586,Sim,10,8,0
1969,54,Nao,Casado,Feminino,Beatriz Santos,Saude,Pesquisador,9,2,Ciencias Sociais,22474,Nao,4,3,2
1974,31,Nao,Divorciado,Feminino,Alessandra Lima,Saude,Tecnico de Laboratorio,2,1,Medicina,17536,Sim,1,0,0
1979,31,Nao,Casado,Feminino,Raquel Pereira,Saude,Diretor de Pesquisa,10,3,Medicina,26862,Nao,11,7,4
1980,54,Nao,Solteiro,Feminino,Michele Almeida,Saude,Diretor de Manufatura,10,3,Medicina,25198,Sim,5,2,1
1985,40,Nao,Casado,Feminino,Patricia Fernandes,Saude,Tecnico de Laboratorio,11,3,Formacao Tecnica,26849,Nao,10,9,9
1986,40,Nao,Casado,Feminino,Bruna Martins,Alimentos,Auditor,2,2,Marketing,4258,Nao,11,8,5
1987,25,Nao,Casado,Feminino,Vanessa Carvalho,Medicamentos,Tecnico de TI,2,3,Recursos Humanos,19655,Nao,2,0,1
2000,47,Nao,Casado,Feminino,Renata Souza,Saude,Diretor de Pesquisa,1,1,Medicina,17231,Nao,13,8,5
2009,33,Nao,Casado,Feminino,Amanda Goncalves,Saude,Representante da Saude,15,2,Medicina,21653,Sim,9,7,8
2010,32,Nao,Solteiro,Feminino,Thais Rodrigues,Saude,Tecnico de Laboratorio,29,4,Ciencias Sociais,15919,Nao,6,2,4
2015,38,Nao,Casado,Feminino,Leticia Oliveira,Saude,Diretor de Pesquisa,10,3,Medicina,3376,Nao,18,16,1
2016,32,Nao,Casado,Feminino,Natalia Santos,Alimentos,Auditor,1,4,Marketing,24032,Nao,14,10,5
2017,37,Nao,Casado,Feminino,Ana Pereira,Saude,Diretor de Pesquisa,10,3,Ciencias Sociais,15471,Sim,16,11,6
2018,25,Nao,Divorciado,Feminino,Luana Almeida,Alimentos,Auditor,8,2,Outros,13684,Sim,5,3,0
2024,36,Nao,Casado,Feminino,Bruna Fernandes,Alimentos,Auditor,3,3,Medicina,12695,Nao,9,7,3
2025,36,Nao,Divorciado,Feminino,Amanda Martins,Saude,Diretor de Manufatura,4,2,Ciencias Sociais,9192,Nao,4,2,0
2034,41,Nao,Casado,Feminino,Tatiane Carvalho,Saude,Diretor de Manufatura,28,4,Ciencias Sociais,5640,Nao,20,7,0
2035,34,Nao,Casado,Feminino,Patricia Souza,Alimentos,Auditor,28,3,Marketing,8978,Nao,8,7,1
2040,35,Nao,Solteiro,Feminino,Jessica Goncalves,Medicamentos,Tecnico de TI,26,4,Ciencias Sociais,16642,Sim,9,0,1
2041,38,Nao,Casado,Feminino,Mariana Rodrigues,Alimentos,Auditor,10,2,Ciencias Sociais,5982,Nao,10,7,1
2045,36,Nao,Casado,Feminino,Vanessa Oliveira,Alimentos,Auditor,11,4,Marketing,14369,Nao,6,3,0
2046,45,Nao,Solteiro,Feminino,Adriana Silva,Alimentos,Auditor,20,3,Ciencias Sociais,23333,Nao,5,3,0
2051,40,Nao,Casado,Feminino,Debora Santos,Saude,Pesquisador,2,4,Medicina,12549,Nao,5,3,0
2052,35,Nao,Casado,Feminino,Fernanda Costa,Saude,Pesquisador,1,4,Ciencias Sociais,8952,Nao,4,3,1
2054,29,Nao,Solteiro,Feminino,Larissa Lima,Saude,Pesquisador,28,4,Medicina,8489,Nao,5,4,0
2056,39,Nao,Casado,Feminino,Paula Pereira,Alimentos,Auditor,24,1,Marketing,8828,Nao,20,9,9
2060,26,Nao,Solteiro,Feminino,Beatriz Almeida,Alimentos,Representante de Setor,5,3,Outros,21378,Nao,4,2,0
2,49,Nao,Casado,Masculino,Aarao Silva,Saude,Pesquisador,8,1,Ciencias Sociais,24907,Nao,10,7,1
4,37,Sim,Solteiro,Masculino,Abdiel Oliveira,Saude,Tecnico de Laboratorio,2,2,Outros,2396,Sim,0,0,0
7,27,Nao,Casado,Masculino,Abel Cardoso,Saude,Tecnico de Laboratorio,2,1,Medicina,16632,Nao,2,2,2
8,32,Nao,Solteiro,Masculino,Abelardo Ferreira,Saude,Tecnico de Laboratorio,2,2,Ciencias Sociais,11864,Nao,7,7,3
11,30,Nao,Divorciado,Masculino,Absalao Souza,Saude,Tecnico de Laboratorio,24,1,Ciencias Sociais,13335,Nao,1,0,0
12,38,Nao,Solteiro,Masculino,Adalberto Costa,Saude,Diretor de Manufatura,23,3,Ciencias Sociais,8787,Nao,9,7,1
13,36,Nao,Casado,Masculino,Adao Nunes,Saude,Representante da Saude,27,3,Medicina,16577,Nao,7,7,7
14,35,Nao,Casado,Masculino,Adriano Santos,Saude,Tecnico de Laboratorio,16,3,Medicina,16479,Nao,5,4,0
16,31,Nao,Divorciado,Masculino,Afonso Pereira,Saude,Pesquisador,26,1,Ciencias Sociais,15170,Nao,5,2,4
18,34,Nao,Divorciado,Masculino,Agamenon Rodrigues,Saude,Tecnico de Laboratorio,19,2,Medicina,8758,Nao,2,2,1
19,28,Sim,Solteiro,Masculino,Alberto Mendes,Saude,Tecnico de Laboratorio,24,3,Ciencias Sociais,12947,Sim,4,2,0
21,32,Nao,Divorciado,Masculino,Aldo Goncalves,Saude,Pesquisador,5,2,Ciencias Sociais,15053,Sim,6,2,0
22,22,Nao,Divorciado,Masculino,Alejandro Lopes,Saude,Tecnico de Laboratorio,16,2,Medicina,7324,Sim,1,0,0
24,38,Nao,Solteiro,Masculino,Alexandre Martins,Saude,Pesquisador,2,3,Ciencias Sociais,4306,Sim,3,2,1
27,36,Sim,Solteiro,Masculino,Alexis Teixeira,Alimentos,Representante de Setor,9,4,Ciencias Sociais,6986,Nao,5,3,0
30,21,Nao,Solteiro,Masculino,Alfeu Dias,Saude,Pesquisador,15,2,Ciencias Sociais,19281,Nao,0,0,0
31,34,Sim,Solteiro,Masculino,Alfredo Barros,Saude,Pesquisador,6,1,Medicina,17102,Nao,4,2,1
35,42,Nao,Casado,Masculino,alvaro Carvalho,Alimentos,Auditor,8,4,Marketing,21173,Nao,9,7,4
39,33,Nao,Solteiro,Masculino,Amauri Silva,Saude,Tecnico de Laboratorio,2,3,Medicina,6670,Nao,1,1,0
40,44,Nao,Casado,Masculino,Andre Costa,Saude,Representante da Saude,10,4,Outros,19121,Sim,4,2,1
41,30,Nao,Solteiro,Masculino,Ângelo Ferreira,Saude,Tecnico de Laboratorio,9,2,Medicina,16117,Nao,10,0,1
42,39,Sim,Casado,Masculino,Anselmo Souza,Alimentos,Representante de Setor,,3,Formacao Tecnica,3335,Nao,1,0,0
45,24,Sim,Casado,Masculino,Anthony Lopes,Saude,Pesquisador,1,3,Medicina,3020,Sim,2,0,2
47,50,Sim,Casado,Masculino,Antônio Oliveira,Alimentos,Representante de Setor,3,2,Marketing,3810,Sim,3,2,0
53,35,Nao,Divorciado,Masculino,Apolo Nunes,Saude,Tecnico de Laboratorio,4,2,Outros,10910,Nao,1,0,0
55,26,Sim,Solteiro,Masculino,Aquiles Cardoso,Saude,Tecnico de Laboratorio,25,3,Ciencias Sociais,10558,Nao,1,0,0
56,27,Nao,Solteiro,Masculino,Arnaldo Mendes,Alimentos,Auditor,8,3,Ciencias Sociais,2975,Nao,9,8,1
60,34,Nao,Solteiro,Masculino,Arthur Martins,Alimentos,Auditor,23,4,Marketing,10034,Nao,9,5,8
61,37,Nao,Casado,Masculino,Augusto Teixeira,Saude,Pesquisador,19,2,Ciencias Sociais,10227,Nao,1,0,0
62,46,Nao,Solteiro,Masculino,Aureliano Dias,Alimentos,Auditor,5,4,Marketing,20445,Sim,9,6,0
63,35,Nao,Casado,Masculino,Benjamim Goncalves,Saude,Tecnico de Laboratorio,8,1,Ciencias Sociais,4892,Nao,1,0,0
64,48,Sim,Solteiro,Masculino,Bernardo Barros,Saude,Tecnico de Laboratorio,1,2,Ciencias Sociais,19294,Sim,1,0,0
65,28,Sim,Solteiro,Masculino,Bruno Santos,Saude,Tecnico de Laboratorio,5,4,Formacao Tecnica,11179,Sim,2,2,2
70,35,Nao,Casado,Masculino,Bryan Rodrigues,Saude,Representante da Saude,11,2,Medicina,8302,Sim,4,0,2
74,35,Nao,Casado,Masculino,Caio Costa,Alimentos,Auditor,18,5,Ciencias Sociais,11031,Nao,9,8,1
76,31,Nao,Divorciado,Masculino,Caleb Lopes,Saude,Tecnico de Laboratorio,7,4,Ciencias Sociais,9528,Nao,7,7,1
77,37,Nao,Divorciado,Masculino,Camilo Oliveira,Saude,Diretor de Manufatura,1,4,Ciencias Sociais,2689,Nao,7,5,0
78,32,Nao,Casado,Masculino,Carlos Ferreira,Saude,Diretor de Manufatura,1,3,Medicina,10877,Sim,9,8,7
85,36,Nao,Solteiro,Masculino,Cassiano Nunes,Saude,Diretor de Manufatura,11,3,Ciencias Sociais,22656,Nao,6,5,0
86,45,Nao,Divorciado,Masculino,Cesar Martins,Saude,Pesquisador,7,3,Ciencias Sociais,18787,Nao,1,0,0
88,35,Nao,Casado,Masculino,Christopher Teixeira,Saude,Pesquisador,1,3,Medicina,5868,Nao,3,2,1
90,36,Sim,Casado,Masculino,Cicero Dias,Saude,Pesquisador,9,3,Medicina,21777,Sim,1,0,0
94,29,Nao,Casado,Masculino,Ciro Barros,Saude,Pesquisador,2,3,Ciencias Sociais,4956,Nao,5,4,0
95,31,Nao,Solteiro,Masculino,Claudio Santos,Saude,Pesquisador,1,4,Medicina,18775,Nao,1,1,1
96,32,Nao,Casado,Masculino,Constantino Rodrigues,Saude,Pesquisador,1,3,Ciencias Sociais,7346,Nao,10,4,0
100,35,Nao,Solteiro,Masculino,Cristiano Mendes,Alimentos,Auditor,1,4,Marketing,23016,Nao,15,13,2
